datetime,busvoltage
2001:07:07 21:00:00 ,32.64772212
2001:07:08 00:00:00 ,32.71512749
2001:07:08 03:00:00 ,32.62634975
2001:07:08 06:00:00 ,32.66290424
2001:07:08 09:00:00 ,32.66018861
2001:07:08 12:00:00 ,32.65506128
2001:07:08 15:00:00 ,32.68944416
2001:07:08 18:00:00 ,32.65367194
2001:07:08 21:00:00 ,32.69537494
2001:07:09 00:00:00 ,32.66888861
2001:07:09 03:00:00 ,32.66590686
2001:07:09 06:00:00 ,32.70060527
2001:07:09 09:00:00 ,32.65351083
2001:07:09 12:00:00 ,32.70376158
2001:07:09 15:00:00 ,32.66021083
2001:07:09 18:00:00 ,32.68972938
2001:07:09 21:00:00 ,32.70256083
2001:07:10 00:00:00 ,32.68438913
2001:07:10 03:00:00 ,32.72131582
2001:07:10 06:00:00 ,32.64910527
2001:07:10 09:00:00 ,32.68019505
2001:07:10 12:00:00 ,32.67246083
2001:07:10 15:00:00 ,32.70729972
2001:07:10 18:00:00 ,32.64499553
2001:07:10 21:00:00 ,32.69744972
2001:07:11 00:00:00 ,32.6766305
2001:07:11 03:00:00 ,32.66956083
2001:07:11 06:00:00 ,32.70044972
2001:07:11 09:00:00 ,32.64054295
2001:07:11 12:00:00 ,32.67189972
2001:07:11 15:00:00 ,32.67217999
2001:07:11 18:00:00 ,32.70510527
2001:07:11 21:00:00 ,32.64895817
2001:07:12 00:00:00 ,32.71502194
2001:07:12 03:00:00 ,32.62893861
2001:07:12 06:00:00 ,32.71299473
2001:07:12 09:00:00 ,32.61752194
2001:07:12 12:00:00 ,32.6862266
2001:07:12 15:00:00 ,32.63847486
2001:07:12 18:00:00 ,32.67011092
2001:07:12 21:00:00 ,32.6584817
2001:07:13 00:00:00 ,32.65989416
2001:07:13 03:00:00 ,32.69840122
2001:07:13 06:00:00 ,32.65616638
2001:07:13 09:00:00 ,32.66329972
2001:07:13 12:00:00 ,32.63722273
2001:07:13 15:00:00 ,32.68677935
2001:07:13 18:00:00 ,32.64098316
2001:07:13 21:00:00 ,32.66583861
2001:07:14 00:00:00 ,32.66067839
2001:07:14 03:00:00 ,32.65763277
2001:07:14 06:00:00 ,32.68325527
2001:07:14 09:00:00 ,32.63748313
2001:07:14 12:00:00 ,32.66982102
2001:07:14 15:00:00 ,32.65633087
2001:07:14 18:00:00 ,32.65271703
2001:07:14 21:00:00 ,32.68744525
2001:07:15 00:00:00 ,32.63014057
2001:07:15 03:00:00 ,32.68539416
2001:07:15 06:00:00 ,32.65341344
2001:07:15 09:00:00 ,32.65306083
2001:07:15 12:00:00 ,32.68307383
2001:07:15 15:00:00 ,32.62609661
2001:07:15 18:00:00 ,32.66117194
2001:07:15 21:00:00 ,32.65118943
2001:07:16 00:00:00 ,32.65878305
2001:07:16 03:00:00 ,32.66781083
2001:07:16 06:00:00 ,32.65503166
2001:07:16 09:00:00 ,32.67399972
2001:07:16 12:00:00 ,32.64127274
2001:07:16 15:00:00 ,32.67148305
2001:07:16 18:00:00 ,32.64987614
2001:07:16 21:00:00 ,32.64581638
2001:07:17 00:00:00 ,32.67926638
2001:07:17 03:00:00 ,32.65477927
2001:07:17 06:00:00 ,32.68605527
2001:07:17 09:00:00 ,32.66421333
2001:07:17 12:00:00 ,32.63736638
2001:07:17 15:00:00 ,32.67515226
2001:07:17 18:00:00 ,32.63863823
2001:07:17 21:00:00 ,32.68018305
2001:07:18 00:00:00 ,32.65620344
2001:07:18 03:00:00 ,32.66450527
2001:07:18 06:00:00 ,32.70402749
2001:07:18 09:00:00 ,32.63546507
2001:07:18 12:00:00 ,32.67713861
2001:07:18 15:00:00 ,32.65405227
2001:07:18 18:00:00 ,32.65999972
2001:07:18 21:00:00 ,32.67174043
2001:07:19 00:00:00 ,32.65208305
2001:07:19 03:00:00 ,32.73111638
2001:07:19 06:00:00 ,32.62938158
2001:07:19 09:00:00 ,32.67898861
2001:07:19 12:00:00 ,32.64891038
2001:07:19 15:00:00 ,32.69404972
2001:07:19 18:00:00 ,32.66574972
2001:07:19 21:00:00 ,32.63468861
2001:07:20 00:00:00 ,32.70202194
2001:07:20 03:00:00 ,32.65659923
2001:07:20 06:00:00 ,32.72781131
2001:07:20 09:00:00 ,32.6376775
2001:07:20 12:00:00 ,32.69982584
2001:07:20 15:00:00 ,32.62609416
2001:07:20 18:00:00 ,32.66596544
2001:07:20 21:00:00 ,32.66618861
2001:07:21 00:00:00 ,32.66518146
2001:07:21 03:00:00 ,32.72165527
2001:07:21 06:00:00 ,32.65996083
2001:07:21 09:00:00 ,32.68272299
2001:07:21 12:00:00 ,32.64759416
2001:07:21 15:00:00 ,32.71021363
2001:07:21 18:00:00 ,32.65885527
2001:07:21 21:00:00 ,32.68485527
2001:07:22 00:00:00 ,32.67926722
2001:07:22 03:00:00 ,32.64648305
2001:07:22 06:00:00 ,32.69812279
2001:07:22 09:00:00 ,32.6404275
2001:07:22 12:00:00 ,32.68804086
2001:07:22 15:00:00 ,32.6761915
2001:07:22 18:00:00 ,32.65795527
2001:07:22 21:00:00 ,32.70140778
2001:07:23 00:00:00 ,32.65174972
2001:07:23 03:00:00 ,32.75221638
2001:07:23 06:00:00 ,32.65591075
2001:07:23 09:00:00 ,32.70406083
2001:07:23 12:00:00 ,32.65024742
2001:07:23 15:00:00 ,32.68035527
2001:07:23 18:00:00 ,32.68841917
2001:07:23 21:00:00 ,32.65992749
2001:07:24 00:00:00 ,32.7041886
2001:07:24 03:00:00 ,32.66125505
2001:07:24 06:00:00 ,32.74304336
2001:07:24 09:00:00 ,32.64690628
2001:07:24 12:00:00 ,32.71166083
2001:07:24 15:00:00 ,32.65956391
2001:07:24 18:00:00 ,32.6951899
2001:07:24 21:00:00 ,32.69822194
2001:07:25 00:00:00 ,32.68280916
2001:07:25 03:00:00 ,32.72308305
2001:07:25 06:00:00 ,32.67153503
2001:07:25 09:00:00 ,32.70342001
2001:07:25 12:00:00 ,32.66173305
2001:07:25 15:00:00 ,32.71601428
2001:07:25 18:00:00 ,32.66475527
2001:07:25 21:00:00 ,32.705908
2001:07:26 00:00:00 ,32.69904972
2001:07:26 03:00:00 ,32.6790308
2001:07:26 06:00:00 ,32.72372231
2001:07:26 09:00:00 ,32.67152194
2001:07:26 12:00:00 ,32.71108494
2001:07:26 15:00:00 ,32.6811201
2001:07:26 18:00:00 ,32.7110386
2001:07:26 21:00:00 ,32.67277763
2001:07:27 00:00:00 ,32.68811638
2001:07:27 03:00:00 ,32.69917647
2001:07:27 06:00:00 ,32.68155527
2001:07:27 09:00:00 ,32.7174157
2001:07:27 12:00:00 ,32.67183244
2001:07:27 15:00:00 ,32.71648237
2001:07:27 18:00:00 ,32.69488117
2001:07:27 21:00:00 ,32.67747749
2001:07:28 00:00:00 ,32.72672061
2001:07:28 03:00:00 ,32.66801638
2001:07:28 06:00:00 ,32.71272749
2001:07:28 09:00:00 ,32.6933307
2001:07:28 12:00:00 ,32.68162749
2001:07:28 15:00:00 ,32.7141693
2001:07:28 18:00:00 ,32.66998472
2001:07:28 21:00:00 ,32.71260826
2001:07:29 00:00:00 ,32.68688393
2001:07:29 03:00:00 ,32.68240527
2001:07:29 06:00:00 ,32.71287275
2001:07:29 09:00:00 ,32.64763861
2001:07:29 12:00:00 ,32.69989972
2001:07:29 15:00:00 ,32.66533444
2001:07:29 18:00:00 ,32.67715527
2001:07:29 21:00:00 ,32.7017191
2001:07:30 00:00:00 ,32.65904972
2001:07:30 03:00:00 ,32.69424416
2001:07:30 06:00:00 ,32.66464153
2001:07:30 09:00:00 ,32.66880527
2001:07:30 12:00:00 ,32.69808743
2001:07:30 15:00:00 ,32.64020479
2001:07:30 18:00:00 ,32.69829461
2001:07:30 21:00:00 ,32.66311638
2001:07:31 00:00:00 ,32.67575527
2001:07:31 03:00:00 ,32.69308022
2001:07:31 06:00:00 ,32.66515527
2001:07:31 09:00:00 ,32.69834571
2001:07:31 12:00:00 ,32.6512027
2001:07:31 15:00:00 ,32.67064972
2001:07:31 18:00:00 ,32.6940935
2001:07:31 21:00:00 ,32.65825527
2001:08:01 00:00:00 ,32.7173055
2001:08:01 03:00:00 ,32.65854416
2001:08:01 06:00:00 ,32.68677194
2001:08:01 09:00:00 ,32.68025985
2001:08:01 12:00:00 ,32.65374972
2001:08:01 15:00:00 ,32.69935688
2001:08:01 18:00:00 ,32.65409416
2001:08:01 21:00:00 ,32.70832194
2001:08:02 00:00:00 ,32.69459454
2001:08:02 03:00:00 ,32.67884416
2001:08:02 06:00:00 ,32.71229303
2001:08:02 09:00:00 ,32.66072194
2001:08:02 12:00:00 ,32.67904371
2001:08:02 15:00:00 ,32.66353305
2001:08:02 18:00:00 ,32.68719972
2001:08:02 21:00:00 ,32.70216604
2001:08:03 00:00:00 ,32.67473521
2001:08:03 03:00:00 ,32.71161407
2001:08:03 06:00:00 ,32.67500374
2001:08:03 09:00:00 ,32.69231708
2001:08:03 12:00:00 ,32.69838388
2001:08:03 15:00:00 ,32.63561638
2001:08:03 18:00:00 ,32.70407015
2001:08:03 21:00:00 ,32.6581505
2001:08:04 00:00:00 ,32.6832886
2001:08:04 03:00:00 ,32.70069784
2001:08:04 06:00:00 ,32.64951432
2001:08:04 09:00:00 ,32.68901294
2001:08:04 12:00:00 ,32.66072356
2001:08:04 15:00:00 ,32.68221028
2001:08:04 18:00:00 ,32.70137749
2001:08:04 21:00:00 ,32.63897194
2001:08:05 00:00:00 ,32.70630402
2001:08:05 03:00:00 ,32.67403861
2001:08:05 06:00:00 ,32.67237414
2001:08:05 09:00:00 ,32.68984396
2001:08:05 12:00:00 ,32.65085955
2001:08:05 15:00:00 ,32.72257424
2001:08:05 18:00:00 ,32.65446791
2001:08:05 21:00:00 ,32.6851586
2001:08:06 00:00:00 ,32.70415527
2001:08:06 03:00:00 ,32.65827202
2001:08:06 06:00:00 ,32.70080522
2001:08:06 09:00:00 ,32.65911199
2001:08:06 12:00:00 ,32.66365777
2001:08:06 15:00:00 ,32.68529416
2001:08:06 18:00:00 ,32.65339972
2001:08:06 21:00:00 ,32.68593765
2001:08:07 00:00:00 ,32.68701638
2001:08:07 03:00:00 ,32.65361262
2001:08:07 06:00:00 ,32.68331083
2001:08:07 09:00:00 ,32.68190385
2001:08:07 12:00:00 ,32.65601638
2001:08:07 15:00:00 ,32.67648861
2001:08:07 18:00:00 ,32.67440573
2001:08:07 21:00:00 ,32.64289416
2001:08:08 00:00:00 ,32.67999899
2001:08:08 03:00:00 ,32.68333861
2001:08:08 06:00:00 ,32.65048861
2001:08:08 09:00:00 ,32.65845197
2001:08:08 12:00:00 ,32.66947194
2001:08:08 15:00:00 ,32.63886882
2001:08:08 18:00:00 ,32.63534138
2001:08:08 21:00:00 ,32.67406638
2001:08:09 00:00:00 ,32.65458275
2001:08:09 03:00:00 ,32.65940376
2001:08:09 06:00:00 ,32.65713611
2001:08:09 09:00:00 ,32.67373305
2001:08:09 12:00:00 ,32.64477194
2001:08:09 15:00:00 ,32.60776821
2001:08:09 18:00:00 ,32.66700527
2001:08:09 21:00:00 ,32.67558902
2001:08:10 00:00:00 ,32.62324259
2001:08:10 03:00:00 ,32.66526605
2001:08:10 06:00:00 ,32.67982194
2001:08:10 09:00:00 ,32.64341638
2001:08:10 12:00:00 ,32.63928467
2001:08:10 15:00:00 ,32.67305254
2001:08:10 18:00:00 ,32.66830419
2001:08:10 21:00:00 ,32.62674972
2001:08:11 00:00:00 ,32.63063143
2001:08:11 03:00:00 ,32.68774217
2001:08:11 06:00:00 ,32.64299267
2001:08:11 09:00:00 ,32.63884191
2001:08:11 12:00:00 ,32.65702394
2001:08:11 15:00:00 ,32.66689503
2001:08:11 18:00:00 ,32.61989043
2001:08:11 21:00:00 ,32.64689996
2001:08:12 00:00:00 ,32.65798624
2001:08:12 03:00:00 ,32.65379142
2001:08:12 06:00:00 ,32.61597813
2001:08:12 09:00:00 ,32.64430632
2001:08:12 12:00:00 ,32.66186197
2001:08:12 15:00:00 ,32.6579632
2001:08:12 18:00:00 ,32.6191581
2001:08:12 21:00:00 ,32.63895729
2001:08:13 00:00:00 ,32.65500982
2001:08:13 03:00:00 ,32.66557493
2001:08:13 06:00:00 ,32.62618953
2001:08:13 09:00:00 ,32.61415703
2001:08:13 12:00:00 ,32.65440689
2001:08:13 15:00:00 ,32.67584953
2001:08:13 18:00:00 ,32.64136854
2001:08:13 21:00:00 ,32.63242075
2001:08:14 00:00:00 ,32.64757412
2001:08:14 03:00:00 ,32.67230176
2001:08:14 06:00:00 ,32.6367275
2001:08:14 09:00:00 ,32.6270521
2001:08:14 12:00:00 ,32.65269416
2001:08:14 15:00:00 ,32.66585301
2001:08:14 18:00:00 ,32.6511299
2001:08:14 21:00:00 ,32.66198841
2001:08:15 00:00:00 ,32.64124685
2001:08:15 03:00:00 ,32.66559093
2001:08:15 06:00:00 ,32.64127931
2001:08:15 09:00:00 ,32.64444369
2001:08:15 12:00:00 ,32.64329416
2001:08:15 15:00:00 ,32.64696568
2001:08:15 18:00:00 ,32.66403285
2001:08:15 21:00:00 ,32.65861311
2001:08:16 00:00:00 ,32.62843974
2001:08:16 03:00:00 ,32.62352025
2001:08:16 06:00:00 ,32.65216293
2001:08:16 09:00:00 ,32.64389972
2001:08:16 12:00:00 ,32.65822556
2001:08:16 15:00:00 ,32.63035316
2001:08:16 18:00:00 ,32.4266845
2001:08:16 21:00:00 ,32.67421859
2001:08:17 00:00:00 ,32.65008337
2001:08:17 03:00:00 ,32.62962617
2001:08:17 06:00:00 ,32.6270755
2001:08:17 09:00:00 ,32.62958745
2001:08:17 12:00:00 ,32.66963773
2001:08:17 15:00:00 ,32.65470301
2001:08:17 18:00:00 ,32.63560069
2001:08:17 21:00:00 ,32.63811343
2001:08:18 00:00:00 ,32.63646046
2001:08:18 03:00:00 ,32.66451576
2001:08:18 06:00:00 ,32.64928026
2001:08:18 09:00:00 ,32.64073262
2001:08:18 12:00:00 ,32.62989586
2001:08:18 15:00:00 ,32.6585696
2001:08:18 18:00:00 ,32.65789452
2001:08:18 21:00:00 ,32.64956083
2001:08:19 00:00:00 ,32.62587592
2001:08:19 03:00:00 ,32.65189794
2001:08:19 06:00:00 ,32.63730447
2001:08:19 09:00:00 ,32.67257021
2001:08:19 12:00:00 ,32.65941633
2001:08:19 15:00:00 ,32.63590904
2001:08:19 18:00:00 ,32.63738132
2001:08:19 21:00:00 ,32.67451149
2001:08:20 00:00:00 ,32.65457783
2001:08:20 03:00:00 ,32.62679901
2001:08:20 06:00:00 ,32.6504062
2001:08:20 09:00:00 ,32.66159585
2001:08:20 12:00:00 ,32.69167863
2001:08:20 15:00:00 ,32.64655405
2001:08:20 18:00:00 ,32.63735408
2001:08:20 21:00:00 ,32.67017073
2001:08:21 00:00:00 ,32.68239246
2001:08:21 03:00:00 ,32.65698577
2001:08:21 06:00:00 ,32.64786805
2001:08:21 09:00:00 ,32.67454733
2001:08:21 12:00:00 ,32.69517563
2001:08:21 15:00:00 ,32.67237194
2001:08:21 18:00:00 ,32.64551495
2001:08:21 21:00:00 ,32.67260844
2001:08:22 00:00:00 ,32.69530349
2001:08:22 03:00:00 ,32.69270273
2001:08:22 06:00:00 ,32.66088861
2001:08:22 09:00:00 ,32.68051083
2001:08:22 12:00:00 ,32.69465622
2001:08:22 15:00:00 ,32.68416767
2001:08:22 18:00:00 ,32.67675169
2001:08:22 21:00:00 ,32.70502749
2001:08:23 00:00:00 ,32.70082853
2001:08:23 03:00:00 ,32.6706603
2001:08:23 06:00:00 ,32.66060765
2001:08:23 09:00:00 ,32.70298362
2001:08:23 12:00:00 ,32.70875806
2001:08:23 15:00:00 ,32.69327577
2001:08:23 18:00:00 ,32.69021638
2001:08:23 21:00:00 ,32.70423296
2001:08:24 00:00:00 ,32.69718622
2001:08:24 03:00:00 ,32.68450949
2001:08:24 06:00:00 ,32.66164552
2001:08:24 09:00:00 ,32.69440527
2001:08:24 12:00:00 ,32.69639972
2001:08:24 15:00:00 ,32.68381087
2001:08:24 18:00:00 ,32.69066083
2001:08:24 21:00:00 ,32.71339397
2001:08:25 00:00:00 ,32.70200405
2001:08:25 03:00:00 ,32.67661083
2001:08:25 06:00:00 ,32.70688635
2001:08:25 09:00:00 ,32.69787194
2001:08:25 12:00:00 ,32.68586736
2001:08:25 15:00:00 ,32.68120527
2001:08:25 18:00:00 ,32.71925527
2001:08:25 21:00:00 ,32.71668634
2001:08:26 00:00:00 ,32.68837749
2001:08:26 03:00:00 ,32.68450847
2001:08:26 06:00:00 ,32.68975527
2001:08:26 09:00:00 ,32.69428861
2001:08:26 12:00:00 ,32.6876208
2001:08:26 15:00:00 ,32.69869416
2001:08:26 18:00:00 ,32.724689
2001:08:26 21:00:00 ,32.70331083
2001:08:27 00:00:00 ,32.6826907
2001:08:27 03:00:00 ,32.6923112
2001:08:27 06:00:00 ,32.69022194
2001:08:27 09:00:00 ,32.69495663
2001:08:27 12:00:00 ,32.68254416
2001:08:27 15:00:00 ,32.69133338
2001:08:27 18:00:00 ,32.71168318
2001:08:27 21:00:00 ,32.70111083
2001:08:28 00:00:00 ,32.66094396
2001:08:28 03:00:00 ,32.68167554
2001:08:28 06:00:00 ,32.68895279
2001:08:28 09:00:00 ,32.6885635
2001:08:28 12:00:00 ,32.67850527
2001:08:28 15:00:00 ,32.68875628
2001:08:28 18:00:00 ,32.6884816
2001:08:28 21:00:00 ,32.69972609
2001:08:29 00:00:00 ,32.66199972
2001:08:29 03:00:00 ,32.67396638
2001:08:29 06:00:00 ,32.68837571
2001:08:29 09:00:00 ,32.69200527
2001:08:29 12:00:00 ,32.68615489
2001:08:29 15:00:00 ,32.67699803
2001:08:29 18:00:00 ,32.6822244
2001:08:29 21:00:00 ,32.70515739
2001:08:30 00:00:00 ,32.68899972
2001:08:30 03:00:00 ,32.66948468
2001:08:30 06:00:00 ,32.67477194
2001:08:30 09:00:00 ,32.69093305
2001:08:30 12:00:00 ,32.67881638
2001:08:30 15:00:00 ,32.67432749
2001:08:30 18:00:00 ,32.66633425
2001:08:30 21:00:00 ,32.67681638
2001:08:31 00:00:00 ,32.68052194
2001:08:31 03:00:00 ,32.69512272
2001:08:31 06:00:00 ,32.66737749
2001:08:31 09:00:00 ,32.6745209
2001:08:31 12:00:00 ,32.69252194
2001:08:31 15:00:00 ,32.69289416
2001:08:31 18:00:00 ,32.69143505
2001:08:31 21:00:00 ,32.68161083
2001:09:01 00:00:00 ,32.67909652
2001:09:01 03:00:00 ,32.68846945
2001:09:01 06:00:00 ,32.69842749
2001:09:01 09:00:00 ,32.68078158
2001:09:01 12:00:00 ,32.68366638
2001:09:01 15:00:00 ,32.67707389
2001:09:01 18:00:00 ,32.68688861
2001:09:01 21:00:00 ,32.68050358
2001:09:02 00:00:00 ,32.68303138
2001:09:02 03:00:00 ,32.68358305
2001:09:02 06:00:00 ,32.69579357
2001:09:02 09:00:00 ,32.67100546
2001:09:02 12:00:00 ,32.66807194
2001:09:02 15:00:00 ,32.65564935
2001:09:02 18:00:00 ,32.67229972
2001:09:02 21:00:00 ,32.68381638
2001:09:03 00:00:00 ,32.69569416
2001:09:03 03:00:00 ,32.67508861
2001:09:03 06:00:00 ,32.68177825
2001:09:03 09:00:00 ,32.68846638
2001:09:03 12:00:00 ,32.68767675
2001:09:03 15:00:00 ,32.66285527
2001:09:03 18:00:00 ,32.67162749
2001:09:03 21:00:00 ,32.67083689
2001:09:04 00:00:00 ,32.69051083
2001:09:04 03:00:00 ,32.66303887
2001:09:04 06:00:00 ,32.66338861
2001:09:04 09:00:00 ,32.63986026
2001:09:04 12:00:00 ,32.6426775
2001:09:04 15:00:00 ,32.6725718
2001:09:04 18:00:00 ,32.67732006
2001:09:04 21:00:00 ,32.64818861
2001:09:05 00:00:00 ,32.64518914
2001:09:05 03:00:00 ,32.6404775
2001:09:05 06:00:00 ,32.64705034
2001:09:05 09:00:00 ,32.6434996
2001:09:05 12:00:00 ,32.66228305
2001:09:05 15:00:00 ,32.64641083
2001:09:05 18:00:00 ,32.65881083
2001:09:05 21:00:00 ,32.64041638
2001:09:06 00:00:00 ,32.66389399
2001:09:06 03:00:00 ,32.63654074
2001:09:06 06:00:00 ,32.63195958
2001:09:06 09:00:00 ,32.64615527
2001:09:06 12:00:00 ,32.66952749
2001:09:06 15:00:00 ,32.66457627
2001:09:06 18:00:00 ,32.65537463
2001:09:06 21:00:00 ,32.6253945
2001:09:07 00:00:00 ,32.62542194
2001:09:07 03:00:00 ,32.6414275
2001:09:07 06:00:00 ,32.65046582
2001:09:07 09:00:00 ,32.67782749
2001:09:07 12:00:00 ,32.66143332
2001:09:07 15:00:00 ,32.63573861
2001:09:07 18:00:00 ,32.62626638
2001:09:07 21:00:00 ,32.64693486
2001:09:08 00:00:00 ,32.66732194
2001:09:08 03:00:00 ,32.67792179
2001:09:08 06:00:00 ,32.64890116
2001:09:08 09:00:00 ,32.63003861
2001:09:08 12:00:00 ,32.63881812
2001:09:08 15:00:00 ,32.66090527
2001:09:08 18:00:00 ,32.64777599
2001:09:08 21:00:00 ,32.66787194
2001:09:09 00:00:00 ,32.64857822
2001:09:09 03:00:00 ,32.64561083
2001:09:09 06:00:00 ,32.66596638
2001:09:09 09:00:00 ,32.65037089
2001:09:09 12:00:00 ,32.65473861
2001:09:09 15:00:00 ,32.63101243
2001:09:09 18:00:00 ,32.64221083
2001:09:09 21:00:00 ,32.66166638
2001:09:10 00:00:00 ,32.65170069
2001:09:10 03:00:00 ,32.65391083
2001:09:10 06:00:00 ,32.65697112
2001:09:10 09:00:00 ,32.64365527
2001:09:10 12:00:00 ,32.65153305
2001:09:10 15:00:00 ,32.66041707
2001:09:10 18:00:00 ,32.64449416
2001:09:10 21:00:00 ,32.66206518
2001:09:11 00:00:00 ,32.6466775
2001:09:11 03:00:00 ,32.67309371
2001:09:11 06:00:00 ,32.67037894
2001:09:11 09:00:00 ,32.64154972
2001:09:11 12:00:00 ,32.64345505
2001:09:11 15:00:00 ,32.65927194
2001:09:11 18:00:00 ,32.65596933
2001:09:11 21:00:00 ,32.66653164
2001:09:12 00:00:00 ,32.65050527
2001:09:12 03:00:00 ,32.67755122
2001:09:12 06:00:00 ,32.69219416
2001:09:12 09:00:00 ,32.64501638
2001:09:12 12:00:00 ,32.67240527
2001:09:12 15:00:00 ,32.6839942
2001:09:12 18:00:00 ,32.65901752
2001:09:12 21:00:00 ,32.67692463
2001:09:13 00:00:00 ,32.7090233
2001:09:13 03:00:00 ,32.66402749
2001:09:13 06:00:00 ,32.65534416
2001:09:13 09:00:00 ,32.67505017
2001:09:13 12:00:00 ,32.70021083
2001:09:13 15:00:00 ,32.63963095
2001:09:13 18:00:00 ,32.66583778
2001:09:13 21:00:00 ,32.69681078
2001:09:14 00:00:00 ,32.66448214
2001:09:14 03:00:00 ,32.66003305
2001:09:14 06:00:00 ,32.67824697
2001:09:14 09:00:00 ,32.68831638
2001:09:14 12:00:00 ,32.65334972
2001:09:14 15:00:00 ,32.65936252
2001:09:14 18:00:00 ,32.70216083
2001:09:14 21:00:00 ,32.67065242
2001:09:15 00:00:00 ,32.66961513
2001:09:15 03:00:00 ,32.67048305
2001:09:15 06:00:00 ,32.70302126
2001:09:15 09:00:00 ,32.65914972
2001:09:15 12:00:00 ,32.6903356
2001:09:15 15:00:00 ,32.66469416
2001:09:15 18:00:00 ,32.66732217
2001:09:15 21:00:00 ,32.70912749
2001:09:16 00:00:00 ,32.68486638
2001:09:16 03:00:00 ,32.67661593
2001:09:16 06:00:00 ,32.70460527
2001:09:16 09:00:00 ,32.66113876
2001:09:16 12:00:00 ,32.65021638
2001:09:16 15:00:00 ,32.69581083
2001:09:16 18:00:00 ,32.66397749
2001:09:16 21:00:00 ,32.68549416
2001:09:17 00:00:00 ,32.70760963
2001:09:17 03:00:00 ,32.66583861
2001:09:17 06:00:00 ,32.69148305
2001:09:17 09:00:00 ,32.70447615
2001:09:17 12:00:00 ,32.65348305
2001:09:17 15:00:00 ,32.6986682
2001:09:17 18:00:00 ,32.67635527
2001:09:17 21:00:00 ,32.65474831
2001:09:18 00:00:00 ,32.70707194
2001:09:18 03:00:00 ,32.67706638
2001:09:18 06:00:00 ,32.70949802
2001:09:18 09:00:00 ,32.69620527
2001:09:18 12:00:00 ,32.67168853
2001:09:18 15:00:00 ,32.72479416
2001:09:18 18:00:00 ,32.67209972
2001:09:18 21:00:00 ,32.708004
2001:09:19 00:00:00 ,32.67732194
2001:09:19 03:00:00 ,32.6883951
2001:09:19 06:00:00 ,32.71239972
2001:09:19 09:00:00 ,32.65260527
2001:09:19 12:00:00 ,32.7141297
2001:09:19 15:00:00 ,32.66999972
2001:09:19 18:00:00 ,32.69865103
2001:09:19 21:00:00 ,32.70280527
2001:09:20 00:00:00 ,32.66003503
2001:09:20 03:00:00 ,32.70894416
2001:09:20 06:00:00 ,32.66383305
2001:09:20 09:00:00 ,32.68089722
2001:09:20 12:00:00 ,32.68887749
2001:09:20 15:00:00 ,32.64452494
2001:09:20 18:00:00 ,32.69887172
2001:09:20 21:00:00 ,32.64259416
2001:09:21 00:00:00 ,32.68345159
2001:09:21 03:00:00 ,32.7010386
2001:09:21 06:00:00 ,32.6687564
2001:09:21 09:00:00 ,32.71283305
2001:09:21 12:00:00 ,32.65847194
2001:09:21 15:00:00 ,32.70695903
2001:09:21 18:00:00 ,32.66631638
2001:09:21 21:00:00 ,32.64622939
2001:09:22 00:00:00 ,32.58511093
2001:09:22 03:00:00 ,32.51368494
2001:09:22 06:00:00 ,32.46735528
2001:09:22 09:00:00 ,32.44753306
2001:09:22 12:00:00 ,32.44279812
2001:09:22 15:00:00 ,32.42844972
2001:09:22 18:00:00 ,32.4097798
2001:09:22 21:00:00 ,32.40701639
2001:09:23 00:00:00 ,32.40645528
2001:09:23 03:00:00 ,32.40465869
2001:09:23 06:00:00 ,32.39909417
2001:09:23 09:00:00 ,32.39613558
2001:09:23 12:00:00 ,32.39432277
2001:09:23 15:00:00 ,32.39416493
2001:09:23 18:00:00 ,32.39533861
2001:09:23 21:00:00 ,32.40601083
2001:09:24 00:00:00 ,32.40770791
2001:09:24 03:00:00 ,32.39869417
2001:09:24 06:00:00 ,32.39502468
2001:09:24 09:00:00 ,32.38504417
2001:09:24 12:00:00 ,32.39151639
2001:09:24 15:00:00 ,32.39154257
2001:09:24 18:00:00 ,32.39002195
2001:09:24 21:00:00 ,32.41074972
2001:09:25 00:00:00 ,32.3969275
2001:09:25 03:00:00 ,32.39531083
2001:09:25 06:00:00 ,32.38814288
2001:09:25 09:00:00 ,32.34938861
2001:09:25 12:00:00 ,32.37331943
2001:09:25 15:00:00 ,32.36764972
2001:09:25 18:00:00 ,32.4359516
2001:09:25 21:00:00 ,32.48609417
2001:09:26 00:00:00 ,32.55337742
2001:09:26 03:00:00 ,32.57536616
2001:09:26 06:00:00 ,32.60121083
2001:09:26 09:00:00 ,32.70016411
2001:09:26 12:00:00 ,32.62220527
2001:09:26 15:00:00 ,32.66716638
2001:09:26 18:00:00 ,32.63568373
2001:09:26 21:00:00 ,32.64251638
2001:09:27 00:00:00 ,32.68634972
2001:09:27 03:00:00 ,32.61521083
2001:09:27 06:00:00 ,32.67278082
2001:09:27 09:00:00 ,32.64163305
2001:09:27 12:00:00 ,32.65256638
2001:09:27 15:00:00 ,32.6851115
2001:09:27 18:00:00 ,32.67559416
2001:09:27 21:00:00 ,32.66655226
2001:09:28 00:00:00 ,32.65575527
2001:09:28 03:00:00 ,32.69329416
2001:09:28 06:00:00 ,32.63236939
2001:09:28 09:00:00 ,32.68737749
2001:09:28 12:00:00 ,32.66352955
2001:09:28 15:00:00 ,32.66493305
2001:09:28 18:00:00 ,32.67763433
2001:09:28 21:00:00 ,32.66474687
2001:09:29 00:00:00 ,32.68491638
