datetime,busvoltage
2011:11:27 00:00:00 ,33.58799414
2011:11:27 03:00:00 ,33.5884948
2011:11:27 06:00:00 ,33.9546108
2011:11:27 09:00:00 ,33.49389959
2011:11:27 12:00:00 ,33.53870525
2011:11:27 15:00:00 ,33.54284682
2011:11:27 18:00:00 ,33.55956081
2011:11:27 21:00:00 ,33.65105894
2011:11:28 00:00:00 ,33.44159537
2011:11:28 03:00:00 ,33.53336081
2011:11:28 06:00:00 ,33.53762868
2011:11:28 09:00:00 ,33.81429414
2011:11:28 12:00:00 ,33.59807425
2011:11:28 15:00:00 ,32.50607909
2011:11:28 18:00:00 ,32.76562147
2011:11:28 21:00:00 ,33.02516386
2011:11:29 00:00:00 ,33.28470625
2011:11:29 03:00:00 ,33.48429959
2011:11:29 06:00:00 ,33.49168303
2011:11:29 09:00:00 ,33.52452865
2011:11:29 12:00:00 ,33.68819969
2011:11:29 15:00:00 ,33.95226755
2011:11:29 18:00:00 ,31.70243328
2011:11:29 21:00:00 ,33.3477997
2011:11:30 00:00:00 ,32.19389521
2011:11:30 03:00:00 ,33.91357747
2011:11:30 06:00:00 ,33.4456247
2011:11:30 09:00:00 ,33.46747192
2011:11:30 12:00:00 ,33.50678358
2011:11:30 15:00:00 ,33.85714674
2011:11:30 18:00:00 ,32.59111364
2011:11:30 21:00:00 ,31.32508054
2011:12:01 00:00:00 ,33.47377748
2011:12:01 03:00:00 ,33.5109762
2011:12:01 06:00:00 ,33.78283858
2011:12:01 09:00:00 ,33.54074989
2011:12:01 12:00:00 ,33.45019414
2011:12:01 15:00:00 ,33.72060215
2011:12:01 18:00:00 ,32.96816316
2011:12:01 21:00:00 ,32.21572418
2011:12:02 00:00:00 ,31.46328519
2011:12:02 03:00:00 ,33.4574497
2011:12:02 06:00:00 ,33.46747851
2011:12:02 09:00:00 ,33.63128303
2011:12:02 12:00:00 ,33.66709969
2011:12:02 15:00:00 ,33.44305274
2011:12:02 18:00:00 ,33.43032748
2011:12:02 21:00:00 ,33.45458553
2011:12:03 00:00:00 ,33.83407747
2011:12:03 03:00:00 ,33.42924883
2011:12:03 06:00:00 ,33.42441081
2011:12:03 09:00:00 ,33.45314414
2011:12:03 12:00:00 ,33.49550982
2011:12:03 15:00:00 ,33.81531636
2011:12:03 18:00:00 ,33.3898158
2011:12:03 21:00:00 ,33.40197748
2011:12:04 00:00:00 ,33.42061799
2011:12:04 03:00:00 ,33.76623303
2011:12:04 06:00:00 ,33.51147748
2011:12:04 09:00:00 ,33.39712361
2011:12:04 12:00:00 ,33.43963859
2011:12:04 15:00:00 ,33.42151577
2011:12:04 18:00:00 ,33.81389414
2011:12:04 21:00:00 ,33.40871478
2011:12:05 00:00:00 ,33.40772748
2011:12:05 03:00:00 ,33.44157192
2011:12:05 06:00:00 ,33.62547427
2011:12:05 09:00:00 ,33.65219969
2011:12:05 12:00:00 ,33.39877124
2011:12:05 15:00:00 ,33.38527192
2011:12:05 18:00:00 ,33.40996206
2011:12:05 21:00:00 ,33.83522747
2011:12:06 00:00:00 ,33.42977748
2011:12:06 03:00:00 ,33.4014997
2011:12:06 06:00:00 ,33.41766637
2011:12:06 09:00:00 ,33.44409698
2011:12:06 12:00:00 ,33.79078303
2011:12:06 15:00:00 ,33.37445958
2011:12:06 18:00:00 ,33.36988859
2011:12:06 21:00:00 ,33.39537033
2011:12:07 00:00:00 ,33.7624608
2011:12:07 03:00:00 ,33.48763859
2011:12:07 06:00:00 ,33.37218651
2011:12:07 09:00:00 ,33.38996637
2011:12:07 12:00:00 ,33.41252473
2011:12:07 15:00:00 ,33.84217191
2011:12:07 18:00:00 ,33.34416178
2011:12:07 21:00:00 ,33.35277192
2011:12:08 00:00:00 ,33.43667192
2011:12:08 03:00:00 ,33.61506849
2011:12:08 06:00:00 ,33.62578303
2011:12:08 09:00:00 ,33.35104813
2011:12:08 12:00:00 ,33.39791081
2011:12:08 15:00:00 ,33.37744887
2011:12:08 18:00:00 ,33.82883302
2011:12:08 21:00:00 ,33.34967748
2011:12:09 00:00:00 ,33.39079214
2011:12:09 03:00:00 ,33.4014997
2011:12:09 06:00:00 ,33.42865616
2011:12:09 09:00:00 ,33.80174969
2011:12:09 12:00:00 ,33.34996419
2011:12:09 15:00:00 ,33.34342748
2011:12:09 18:00:00 ,33.31992192
2011:12:09 21:00:00 ,33.73172222
2011:12:10 00:00:00 ,33.49460525
2011:12:10 03:00:00 ,33.35615279
2011:12:10 06:00:00 ,33.3770497
2011:12:10 09:00:00 ,33.37514572
2011:12:10 12:00:00 ,33.82504969
2011:12:10 15:00:00 ,33.33561081
2011:12:10 18:00:00 ,33.33450945
2011:12:10 21:00:00 ,33.35653454
2011:12:11 00:00:00 ,33.60859229
2011:12:11 03:00:00 ,33.61846636
2011:12:11 06:00:00 ,33.33605979
2011:12:11 09:00:00 ,33.35416637
2011:12:11 12:00:00 ,33.38468859
2011:12:11 15:00:00 ,33.78840016
2011:12:11 18:00:00 ,33.34244415
2011:12:11 21:00:00 ,33.32062395
2011:12:12 00:00:00 ,33.38807192
2011:12:12 03:00:00 ,33.396875
2011:12:12 06:00:00 ,33.72799969
2011:12:12 09:00:00 ,33.31416637
2011:12:12 12:00:00 ,33.29493982
2011:12:12 15:00:00 ,33.36898303
2011:12:12 18:00:00 ,33.69272446
2011:12:12 21:00:00 ,33.65683303
2011:12:13 00:00:00 ,33.58824069
2011:12:13 03:00:00 ,33.56952192
2011:12:13 06:00:00 ,33.56387192
2011:12:13 09:00:00 ,33.92325515
2011:12:13 12:00:00 ,33.4455997
2011:12:13 15:00:00 ,33.47801546
2011:12:13 18:00:00 ,33.48397748
2011:12:13 21:00:00 ,33.68371523
2011:12:14 00:00:00 ,33.66418303
2011:12:14 03:00:00 ,33.42986081
2011:12:14 06:00:00 ,33.47018343
2011:12:14 09:00:00 ,33.49550525
2011:12:14 12:00:00 ,33.89212018
2011:12:14 15:00:00 ,33.45063303
2011:12:14 18:00:00 ,33.41510353
2011:12:14 21:00:00 ,33.45936637
2011:12:15 00:00:00 ,33.5826497
2011:12:15 03:00:00 ,33.87079458
2011:12:15 06:00:00 ,33.40619414
2011:12:15 09:00:00 ,33.44005536
2011:12:15 12:00:00 ,33.49990525
2011:12:15 15:00:00 ,33.80799521
2011:12:15 18:00:00 ,33.52246636
2011:12:15 21:00:00 ,33.3916997
2011:12:16 00:00:00 ,33.48874409
2011:12:16 03:00:00 ,33.51481081
2011:12:16 06:00:00 ,33.93185456
2011:12:16 09:00:00 ,33.38980526
2011:12:16 12:00:00 ,33.43235285
2011:12:16 15:00:00 ,33.46191637
2011:12:16 18:00:00 ,33.66390525
2011:12:16 21:00:00 ,33.68231476
2011:12:17 00:00:00 ,33.34113859
2011:12:17 03:00:00 ,33.45644422
2011:12:17 06:00:00 ,33.48038859
2011:12:17 09:00:00 ,33.89879055
2011:12:17 12:00:00 ,33.43408859
2011:12:17 15:00:00 ,33.38978859
2011:12:17 18:00:00 ,33.44586809
2011:12:17 21:00:00 ,33.50416081
2011:12:18 00:00:00 ,33.87177787
2011:12:18 03:00:00 ,33.4024997
2011:12:18 06:00:00 ,33.42735372
2011:12:18 09:00:00 ,33.46561081
2011:12:18 12:00:00 ,33.77738303
2011:12:18 15:00:00 ,33.52759661
2011:12:18 18:00:00 ,33.38425526
2011:12:18 21:00:00 ,33.42279099
2011:12:19 00:00:00 ,33.44008859
2011:12:19 03:00:00 ,33.92141964
2011:12:19 06:00:00 ,33.3772997
2011:12:19 09:00:00 ,33.40007748
2011:12:19 12:00:00 ,33.46406111
2011:12:19 15:00:00 ,33.62717747
2011:12:19 18:00:00 ,33.62242786
2011:12:19 21:00:00 ,33.37114415
2011:12:20 00:00:00 ,33.39041241
2011:12:20 03:00:00 ,33.48051081
2011:12:20 06:00:00 ,33.88149413
2011:12:20 09:00:00 ,33.41251665
2011:12:20 12:00:00 ,33.40058303
2011:12:20 15:00:00 ,33.42493956
2011:12:20 18:00:00 ,33.49583303
2011:12:20 21:00:00 ,33.79553784
2011:12:21 00:00:00 ,33.38428303
2011:12:21 03:00:00 ,33.42589414
2011:12:21 06:00:00 ,33.4705195
2011:12:21 09:00:00 ,33.75341636
2011:12:21 12:00:00 ,33.51845706
2011:12:21 15:00:00 ,33.39787748
2011:12:21 18:00:00 ,33.42517008
2011:12:21 21:00:00 ,33.45206081
2011:12:22 00:00:00 ,33.86789969
2011:12:22 03:00:00 ,33.39151224
2011:12:22 06:00:00 ,33.41359414
2011:12:22 09:00:00 ,33.44806976
2011:12:22 12:00:00 ,33.64327747
2011:12:22 15:00:00 ,33.66611715
2011:12:22 18:00:00 ,33.37534415
2011:12:22 21:00:00 ,33.41207748
2011:12:23 00:00:00 ,33.43424072
2011:12:23 03:00:00 ,33.89296636
2011:12:23 06:00:00 ,33.41330153
2011:12:23 09:00:00 ,33.3915497
2011:12:23 12:00:00 ,33.44922033
2011:12:23 15:00:00 ,33.47931637
2011:12:23 18:00:00 ,33.79064414
2011:12:23 21:00:00 ,33.36236989
2011:12:24 00:00:00 ,33.37836081
2011:12:24 03:00:00 ,33.48253526
2011:12:24 06:00:00 ,33.77592747
2011:12:24 09:00:00 ,33.52367362
2011:12:24 12:00:00 ,33.38724415
2011:12:24 15:00:00 ,33.41400526
2011:12:24 18:00:00 ,33.45002045
2011:12:24 21:00:00 ,33.84999969
2011:12:25 00:00:00 ,33.37370592
2011:12:25 03:00:00 ,33.42577748
2011:12:25 06:00:00 ,33.45775683
2011:12:25 09:00:00 ,33.63381636
2011:12:25 12:00:00 ,33.66654969
2011:12:25 15:00:00 ,33.36023315
2011:12:25 18:00:00 ,33.4105997
2011:12:25 21:00:00 ,33.39894223
2011:12:26 00:00:00 ,33.82265525
2011:12:26 03:00:00 ,33.43827823
2011:12:26 06:00:00 ,33.3962997
2011:12:26 09:00:00 ,33.4402997
2011:12:26 12:00:00 ,33.51152965
2011:12:26 15:00:00 ,33.82867747
2011:12:26 18:00:00 ,33.37194162
2011:12:26 21:00:00 ,33.40376081
2011:12:27 00:00:00 ,33.49802795
2011:12:27 03:00:00 ,33.79677191
2011:12:27 06:00:00 ,33.53044414
2011:12:27 09:00:00 ,33.38904133
2011:12:27 12:00:00 ,33.44287748
2011:12:27 15:00:00 ,33.45237147
2011:12:27 18:00:00 ,33.90858858
2011:12:27 21:00:00 ,33.34970308
2011:12:28 00:00:00 ,33.43870526
2011:12:28 03:00:00 ,33.48183859
2011:12:28 06:00:00 ,33.65124992
2011:12:28 09:00:00 ,33.68638858
2011:12:28 12:00:00 ,33.39719273
2011:12:28 15:00:00 ,33.40348859
2011:12:28 18:00:00 ,33.46093487
2011:12:28 21:00:00 ,33.87155525
2011:12:29 00:00:00 ,33.41385526
2011:12:29 03:00:00 ,33.36455677
2011:12:29 06:00:00 ,33.45701081
2011:12:29 09:00:00 ,33.49130506
2011:12:29 12:00:00 ,33.8680608
2011:12:29 15:00:00 ,33.35211256
2011:12:29 18:00:00 ,33.41613859
2011:12:29 21:00:00 ,33.45262192
2011:12:30 00:00:00 ,33.80064571
2011:12:30 03:00:00 ,33.51038859
2011:12:30 06:00:00 ,33.41073484
2011:12:30 09:00:00 ,33.43865526
2011:12:30 12:00:00 ,33.48347125
2011:12:30 15:00:00 ,33.87280525
2011:12:30 18:00:00 ,33.37066637
2011:12:30 21:00:00 ,33.39415215
2011:12:31 00:00:00 ,33.49825525
2011:12:31 03:00:00 ,33.67972531
2011:12:31 06:00:00 ,33.69399969
2011:12:31 09:00:00 ,33.33179506
2011:12:31 12:00:00 ,33.45400525
2011:12:31 15:00:00 ,33.49506637
2011:12:31 18:00:00 ,33.82528368
2011:12:31 21:00:00 ,33.41792748
2012:01:01 00:00:00 ,33.44915222
2012:01:01 03:00:00 ,33.4874497
2012:01:01 06:00:00 ,33.5146416
2012:01:01 09:00:00 ,33.8736108
2012:01:01 12:00:00 ,33.38713859
2012:01:01 15:00:00 ,33.39535888
2012:01:01 18:00:00 ,33.48185525
2012:01:01 21:00:00 ,33.77680767
2012:01:02 00:00:00 ,33.56989414
2012:01:02 03:00:00 ,33.37444309
2012:01:02 06:00:00 ,33.46780525
2012:01:02 09:00:00 ,33.48914523
2012:01:02 12:00:00 ,33.91234413
2012:01:02 15:00:00 ,33.35751081
2012:01:02 18:00:00 ,33.43069474
2012:01:02 21:00:00 ,33.47496081
2012:01:03 00:00:00 ,33.62044874
2012:01:03 03:00:00 ,33.72084414
2012:01:03 06:00:00 ,33.42021477
2012:01:03 09:00:00 ,33.48928303
2012:01:03 12:00:00 ,33.51353859
2012:01:03 15:00:00 ,33.85972607
2012:01:03 18:00:00 ,33.44194414
2012:01:03 21:00:00 ,33.41058171
2012:01:04 00:00:00 ,33.50878859
2012:01:04 03:00:00 ,33.53363393
2012:01:04 06:00:00 ,33.89808302
2012:01:04 09:00:00 ,33.41108303
2012:01:04 12:00:00 ,33.45012377
2012:01:04 15:00:00 ,33.48119414
2012:01:04 18:00:00 ,33.75891484
2012:01:04 21:00:00 ,33.53680525
2012:01:05 00:00:00 ,33.46979894
2012:01:05 03:00:00 ,33.50441081
2012:01:05 06:00:00 ,33.53257748
2012:01:05 09:00:00 ,33.91029261
2012:01:05 12:00:00 ,33.42543859
2012:01:05 15:00:00 ,33.46313491
2012:01:05 18:00:00 ,33.50406636
2012:01:05 21:00:00 ,33.64845918
2012:01:06 00:00:00 ,33.74087747
2012:01:06 03:00:00 ,33.45356081
2012:01:06 06:00:00 ,33.48331872
2012:01:06 09:00:00 ,33.52151636
2012:01:06 12:00:00 ,33.85384211
2012:01:06 15:00:00 ,33.48067192
2012:01:06 18:00:00 ,33.45064357
2012:01:06 21:00:00 ,33.48962748
2012:01:07 00:00:00 ,33.56196636
2012:01:07 03:00:00 ,33.90378331
2012:01:07 06:00:00 ,33.44806637
2012:01:07 09:00:00 ,33.4988121
2012:01:07 12:00:00 ,33.53641081
2012:01:07 15:00:00 ,33.7782852
2012:01:07 18:00:00 ,33.5815497
2012:01:07 21:00:00 ,33.4368497
2012:01:08 00:00:00 ,33.52605553
2012:01:08 03:00:00 ,33.56618859
2012:01:08 06:00:00 ,33.91731268
2012:01:08 09:00:00 ,33.43358859
2012:01:08 12:00:00 ,33.46811405
2012:01:08 15:00:00 ,33.49660525
2012:01:08 18:00:00 ,33.67306043
2012:01:08 21:00:00 ,33.73588858
2012:01:09 00:00:00 ,33.39712748
2012:01:09 03:00:00 ,33.51511591
2012:01:09 06:00:00 ,33.56657138
2012:01:09 09:00:00 ,33.84600119
2012:01:09 12:00:00 ,33.48329414
2012:01:09 15:00:00 ,33.47743821
2012:01:09 18:00:00 ,33.37543859
2012:01:09 21:00:00 ,33.24896081
2012:01:10 00:00:00 ,33.76626103
2012:01:10 03:00:00 ,33.38159415
2012:01:10 06:00:00 ,33.42197327
2012:01:10 09:00:00 ,33.45735525
2012:01:10 12:00:00 ,33.72194231
2012:01:10 15:00:00 ,33.57273859
2012:01:10 18:00:00 ,33.4379497
2012:01:10 21:00:00 ,33.42605133
2012:01:11 00:00:00 ,33.46036081
2012:01:11 03:00:00 ,33.9012819
2012:01:11 06:00:00 ,33.45022192
2012:01:11 09:00:00 ,33.46517428
2012:01:11 12:00:00 ,33.51035525
2012:01:11 15:00:00 ,33.59192192
2012:01:11 18:00:00 ,33.71614022
2012:01:11 21:00:00 ,33.45773859
2012:01:12 00:00:00 ,33.46760358
2012:01:12 03:00:00 ,33.55081636
2012:01:12 06:00:00 ,33.8676712
2012:01:12 09:00:00 ,33.49588303
2012:01:12 12:00:00 ,33.4820287
2012:01:12 15:00:00 ,33.50266081
2012:01:12 18:00:00 ,33.51229414
2012:01:12 21:00:00 ,33.85205496
2012:01:13 00:00:00 ,33.47230525
2012:01:13 03:00:00 ,33.53141361
2012:01:13 06:00:00 ,33.55216081
2012:01:13 09:00:00 ,33.75097229
2012:01:13 12:00:00 ,33.62493303
2012:01:13 15:00:00 ,33.51787192
2012:01:13 18:00:00 ,33.53042702
2012:01:13 21:00:00 ,33.50693303
2012:01:14 00:00:00 ,33.91276042
2012:01:14 03:00:00 ,33.52792192
2012:01:14 06:00:00 ,33.53633796
2012:01:14 09:00:00 ,33.56080525
2012:01:14 12:00:00 ,33.66744414
2012:01:14 15:00:00 ,33.79049188
2012:01:14 18:00:00 ,33.51432748
2012:01:14 21:00:00 ,33.55059014
2012:01:15 00:00:00 ,33.58882747
2012:01:15 03:00:00 ,33.92109796
2012:01:15 06:00:00 ,33.56091636
2012:01:15 09:00:00 ,33.55558303
2012:01:15 12:00:00 ,33.6045015
2012:01:15 15:00:00 ,33.58226636
2012:01:15 18:00:00 ,33.88947606
2012:01:15 21:00:00 ,33.54447748
2012:01:16 00:00:00 ,33.62795544
2012:01:16 03:00:00 ,33.64800525
2012:01:16 06:00:00 ,33.30082119
2012:01:16 09:00:00 ,33.05266652
2012:01:16 12:00:00 ,33.59286081
2012:01:16 15:00:00 ,33.62296288
2012:01:16 18:00:00 ,33.66126636
2012:01:16 21:00:00 ,33.91359666
2012:01:17 00:00:00 ,33.63161081
2012:01:17 03:00:00 ,33.63382329
2012:01:17 06:00:00 ,33.66682192
2012:01:17 09:00:00 ,33.71693858
2012:01:17 12:00:00 ,33.85592429
2012:01:17 15:00:00 ,33.63403858
2012:01:17 18:00:00 ,33.64576862
2012:01:17 21:00:00 ,33.67212192
2012:01:18 00:00:00 ,33.97778993
2012:01:18 03:00:00 ,33.65561081
2012:01:18 06:00:00 ,33.65586222
2012:01:18 09:00:00 ,33.68640525
2012:01:18 12:00:00 ,33.72421636
2012:01:18 15:00:00 ,33.94247702
2012:01:18 18:00:00 ,33.64581081
2012:01:18 21:00:00 ,33.67836339
2012:01:19 00:00:00 ,33.75633303
2012:01:19 03:00:00 ,33.90970143
2012:01:19 06:00:00 ,33.78184969
2012:01:19 09:00:00 ,33.67407192
2012:01:19 12:00:00 ,33.71727574
2012:01:19 15:00:00 ,33.73878303
2012:01:19 18:00:00 ,33.98838963
2012:01:19 21:00:00 ,33.67183858
2012:01:20 00:00:00 ,33.73400873
2012:01:20 03:00:00 ,33.76928303
2012:01:20 06:00:00 ,33.80121854
2012:01:20 09:00:00 ,33.95202191
2012:01:20 12:00:00 ,33.71348858
2012:01:20 15:00:00 ,33.70496306
2012:01:20 18:00:00 ,33.4185497
2012:01:20 21:00:00 ,33.75730857
2012:01:21 00:00:00 ,33.54736636
2012:01:21 03:00:00 ,33.56170996
2012:01:21 06:00:00 ,33.58738303
2012:01:21 09:00:00 ,33.58857747
2012:01:21 12:00:00 ,33.82870267
2012:01:21 15:00:00 ,33.60616081
2012:01:21 18:00:00 ,33.60877237
2012:01:21 21:00:00 ,33.62598303
2012:01:22 00:00:00 ,33.7856861
2012:01:22 03:00:00 ,33.71487747
2012:01:22 06:00:00 ,33.63616288
2012:01:22 09:00:00 ,33.64063858
2012:01:22 12:00:00 ,33.65094969
2012:01:22 15:00:00 ,33.84212832
2012:01:22 18:00:00 ,33.63530525
2012:01:22 21:00:00 ,33.6580346
2012:01:23 00:00:00 ,33.68576636
2012:01:23 03:00:00 ,33.66726855
2012:01:23 06:00:00 ,33.86969969
2012:01:23 09:00:00 ,33.66571636
2012:01:23 12:00:00 ,33.6918416
2012:01:23 15:00:00 ,33.67053858
2012:01:23 18:00:00 ,33.86387157
2012:01:23 21:00:00 ,33.65814414
2012:01:24 00:00:00 ,33.68584414
2012:01:24 03:00:00 ,33.70785525
2012:01:24 06:00:00 ,33.68408634
2012:01:24 09:00:00 ,33.85792747
2012:01:24 12:00:00 ,33.69994414
2012:01:24 15:00:00 ,33.682013
2012:01:24 18:00:00 ,33.7102608
2012:01:24 21:00:00 ,33.79222145
2012:01:25 00:00:00 ,33.77543858
2012:01:25 03:00:00 ,33.7316606
2012:01:25 06:00:00 ,33.71658303
2012:01:25 09:00:00 ,33.74614028
2012:01:25 12:00:00 ,33.84854969
2012:01:25 15:00:00 ,33.74755525
2012:01:25 18:00:00 ,33.73307814
2012:01:25 21:00:00 ,33.73868303
2012:01:26 00:00:00 ,33.8659663
2012:01:26 03:00:00 ,33.84869814
2012:01:26 06:00:00 ,33.7912213
2012:01:26 09:00:00 ,33.80828302
2012:01:26 12:00:00 ,33.81928208
2012:01:26 15:00:00 ,33.86502191
2012:01:26 18:00:00 ,33.80819969
2012:01:26 21:00:00 ,33.79312006
2012:01:27 00:00:00 ,33.85676605
2012:01:27 03:00:00 ,33.73451524
2012:01:27 06:00:00 ,33.75450525
2012:01:27 09:00:00 ,33.7655105
2012:01:27 12:00:00 ,33.94218302
2012:01:27 15:00:00 ,34.06475013
2012:01:27 18:00:00 ,34.05579413
2012:01:27 21:00:00 ,34.03189969
2012:01:28 00:00:00 ,34.01711719
2012:01:28 03:00:00 ,33.9781608
2012:01:28 06:00:00 ,33.95665424
2012:01:28 09:00:00 ,33.94381635
2012:01:28 12:00:00 ,33.96098264
2012:01:28 15:00:00 ,33.95476635
2012:01:28 18:00:00 ,33.95628843
2012:01:28 21:00:00 ,33.94604413
2012:01:29 00:00:00 ,33.96083672
2012:01:29 03:00:00 ,33.92850524
2012:01:29 06:00:00 ,33.92369413
2012:01:29 09:00:00 ,33.9423352
2012:01:29 12:00:00 ,33.9287108
2012:01:29 15:00:00 ,33.92926237
2012:01:29 18:00:00 ,33.92998302
2012:01:29 21:00:00 ,33.94996072
2012:01:30 00:00:00 ,33.9366108
2012:01:30 03:00:00 ,33.93221664
2012:01:30 06:00:00 ,33.92274413
2012:01:30 09:00:00 ,33.91398749
2012:01:30 12:00:00 ,33.92637747
2012:01:30 15:00:00 ,33.93943633
2012:01:30 18:00:00 ,33.93765524
2012:01:30 21:00:00 ,33.95081635
2012:01:31 00:00:00 ,33.94340037
2012:01:31 03:00:00 ,33.92678858
2012:01:31 06:00:00 ,33.93002446
2012:01:31 09:00:00 ,33.90788302
2012:01:31 12:00:00 ,33.91934376
2012:01:31 15:00:00 ,33.93584413
2012:01:31 18:00:00 ,33.9402108
2012:01:31 21:00:00 ,33.94268302
2012:02:01 00:00:00 ,33.94297724
2012:02:01 03:00:00 ,33.94352191
2012:02:01 06:00:00 ,33.9229108
2012:02:01 09:00:00 ,33.90578121
2012:02:01 12:00:00 ,33.92552747
2012:02:01 15:00:00 ,33.92679071
2012:02:01 18:00:00 ,33.94977747
2012:02:01 21:00:00 ,33.95680502
2012:02:02 00:00:00 ,33.9470608
2012:02:02 03:00:00 ,33.94951537
2012:02:02 06:00:00 ,33.92408858
2012:02:02 09:00:00 ,33.92624857
2012:02:02 12:00:00 ,33.93237747
2012:02:02 15:00:00 ,33.94147747
2012:02:02 18:00:00 ,33.93995799
2012:02:02 21:00:00 ,33.94497747
2012:02:03 00:00:00 ,33.95248359
2012:02:03 03:00:00 ,33.94237191
2012:02:03 06:00:00 ,33.94190564
2012:02:03 09:00:00 ,33.92958302
2012:02:03 12:00:00 ,33.94029969
2012:02:03 15:00:00 ,33.95197191
2012:02:03 18:00:00 ,33.95004818
2012:02:03 21:00:00 ,33.94266636
2012:02:04 00:00:00 ,33.94617191
2012:02:04 03:00:00 ,33.93914168
2012:02:04 06:00:00 ,33.94198858
2012:02:04 09:00:00 ,33.92764806
2012:02:04 12:00:00 ,33.94400524
2012:02:04 15:00:00 ,33.95201759
2012:02:04 18:00:00 ,33.94451635
2012:02:04 21:00:00 ,33.94196005
2012:02:05 00:00:00 ,33.93229413
2012:02:05 03:00:00 ,33.9473085
2012:02:05 06:00:00 ,33.9404608
2012:02:05 09:00:00 ,33.93200019
2012:02:05 12:00:00 ,33.95554413
2012:02:05 15:00:00 ,33.94771635
2012:02:05 18:00:00 ,33.95254641
2012:02:05 21:00:00 ,33.95378302
2012:02:06 00:00:00 ,33.93642616
2012:02:06 03:00:00 ,33.94508302
2012:02:06 06:00:00 ,33.95303993
2012:02:06 09:00:00 ,33.95553302
2012:02:06 12:00:00 ,33.96204578
2012:02:06 15:00:00 ,33.9458108
2012:02:06 18:00:00 ,33.94155785
2012:02:06 21:00:00 ,33.95461635
2012:02:07 00:00:00 ,33.94167191
2012:02:07 03:00:00 ,33.94912484
2012:02:07 06:00:00 ,33.95322191
2012:02:07 09:00:00 ,33.9576281
2012:02:07 12:00:00 ,33.97404413
2012:02:07 15:00:00 ,33.9582753
2012:02:07 18:00:00 ,33.94838302
2012:02:07 21:00:00 ,33.95432022
2012:02:08 00:00:00 ,33.94327191
2012:02:08 03:00:00 ,33.95413559
2012:02:08 06:00:00 ,33.96264413
2012:02:08 09:00:00 ,33.96943858
2012:02:08 12:00:00 ,33.9821401
2012:02:08 15:00:00 ,33.97409969
2012:02:08 18:00:00 ,33.95524038
2012:02:08 21:00:00 ,33.9709608
2012:02:09 00:00:00 ,33.9621837
2012:02:09 03:00:00 ,33.97900524
2012:02:09 06:00:00 ,33.98113712
2012:02:09 09:00:00 ,33.98559413
2012:02:09 12:00:00 ,33.98988227
2012:02:09 15:00:00 ,33.97517747
2012:02:09 18:00:00 ,33.96530524
2012:02:09 21:00:00 ,33.97282054
2012:02:10 00:00:00 ,33.97909969
2012:02:10 03:00:00 ,33.98708246
2012:02:10 06:00:00 ,33.98461635
2012:02:10 09:00:00 ,34.00009806
2012:02:10 12:00:00 ,33.98507191
2012:02:10 15:00:00 ,33.96989828
2012:02:10 18:00:00 ,33.99197747
2012:02:10 21:00:00 ,33.97898481
2012:02:11 00:00:00 ,33.98842191
2012:02:11 03:00:00 ,34.00279413
2012:02:11 06:00:00 ,33.994271
2012:02:11 09:00:00 ,33.99307747
2012:02:11 12:00:00 ,34.00347904
2012:02:11 15:00:00 ,33.99940524
2012:02:11 18:00:00 ,34.00118568
2012:02:11 21:00:00 ,33.97863302
2012:02:12 00:00:00 ,34.00537432
2012:02:12 03:00:00 ,34.00327191
2012:02:12 06:00:00 ,34.00131061
2012:02:12 09:00:00 ,33.99469969
2012:02:12 12:00:00 ,34.00327645
2012:02:12 15:00:00 ,33.99689969
2012:02:12 18:00:00 ,33.99897191
2012:02:12 21:00:00 ,33.98429799
2012:02:13 00:00:00 ,33.99649969
2012:02:13 03:00:00 ,34.01095011
2012:02:13 06:00:00 ,34.01027191
2012:02:13 09:00:00 ,34.01498783
2012:02:13 12:00:00 ,34.01299969
2012:02:13 15:00:00 ,33.99764321
2012:02:13 18:00:00 ,34.01648858
2012:02:13 21:00:00 ,33.99529867
2012:02:14 00:00:00 ,34.02110524
2012:02:14 03:00:00 ,34.01758302
2012:02:14 06:00:00 ,34.02571103
2012:02:14 09:00:00 ,34.02481635
2012:02:14 12:00:00 ,34.00839753
2012:02:14 15:00:00 ,33.98993858
2012:02:14 18:00:00 ,34.00871057
2012:02:14 21:00:00 ,33.98734413
2012:02:15 00:00:00 ,34.00209946
2012:02:15 03:00:00 ,34.01605524
2012:02:15 06:00:00 ,34.00479015
2012:02:15 09:00:00 ,34.01181635
2012:02:15 12:00:00 ,34.01584969
2012:02:15 15:00:00 ,33.98306035
2012:02:15 18:00:00 ,34.01088858
2012:02:15 21:00:00 ,34.00251981
2012:02:16 00:00:00 ,34.02888858
2012:02:16 03:00:00 ,34.02856027
2012:02:16 06:00:00 ,34.0314608
2012:02:16 09:00:00 ,34.03271706
2012:02:16 12:00:00 ,34.02965524
2012:02:16 15:00:00 ,34.0059264
2012:02:16 18:00:00 ,34.03567191
2012:02:16 21:00:00 ,34.03745524
2012:02:17 00:00:00 ,34.0555486
2012:02:17 03:00:00 ,34.04284969
2012:02:17 06:00:00 ,34.04652469
2012:02:17 09:00:00 ,34.03809969
2012:02:17 12:00:00 ,34.0360817
2012:02:17 15:00:00 ,34.03408302
2012:02:17 18:00:00 ,34.02992596
2012:02:17 21:00:00 ,34.02679413
2012:02:18 00:00:00 ,34.0465382
2012:02:18 03:00:00 ,34.05754413
